name_of_facility,latitude,longitude,address,city,state,zip,county,country,match_indicator,match_type,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
IRON LOTUS STUDIOS,32.788643,-80.02628,1921 Savannah Hwy,Charleston,SC,29407,Charleston County,US,Match,Exact,647140936,L,45,019,002801,2001
ISLAND COVE AT HILTON HEAD,32.219459,-80.714355,15 N Main St,Hilton Head Island,SC,29926,Beaufort County,US,Match,Exact,629716241,R,45,013,010700,2017
ISLAND HEALTH CARE,32.308796,-80.972237,300 8 New River Pkwy,Hardeeville,SC,29927,Jasper County,US,No_Match,,,,,,,
ISLAND HOSPICE,32.308769,-80.972074,300 6 New River Pkwy,Hardeeville,SC,29927,Jasper County,US,No_Match,,,,,,,
ISLAND TATTOO COMPANY,32.16049,-80.763249,115 Arrow Rd,Hilton Head Island,SC,29928,Beaufort County,US,Match,Exact,645295381,R,45,013,010300,3028
IVA REHABILITATION AND HEALTHCARE CENTER,34.309423,-82.667255,600 Hampton St,Iva,SC,29655,Anderson County,US,Match,Exact,25439584,L,45,007,011702,3064
IVORY TIGER STUDIOS,33.044625,-80.105229,1319 College Park Rd,Summerville,SC,29486,Berkeley County,US,Match,Exact,100752818,R,45,015,020717,1001
IVORYS LOVING CARE II,32.872496,-79.983021,34 Aragon Ave,North Charleston,SC,29405,Charleston County,US,No_Match,,,,,,,
IVORY'S LOVING CARE RESIDENTIAL FACILITY,32.850786,-79.962999,2898 State Rd S-10-32,North Charleston,SC,29405,Charleston County,US,No_Match,,,,,,,
IVY GROVE RESIDENTIAL CARE CENTER,35.098178,-81.647917,483 Lockhart Ln,Gaffney,SC,29341,Cherokee County,US,Match,Exact,18999669,L,45,021,970302,1012
J & T RESIDENTIAL CARE FACILITY,32.893634,-81.054504,649 Wagon Wheel Rd,Hampton,SC,29924,Hampton County,US,Match,Exact,33106882,L,45,049,920201,1015
J C LARAES SOUTHWINDS ASSISTED LIVING COMMUNITY,34.28722,-80.797967,325 State Rd S-28-127,Ridgeway,SC,29130,Kershaw County,US,No_Match,,,,,,,
J CLAUDE FORT COMMUNITY RESIDENCE BUILDING I,35.076534,-81.660809,112 Hampton Ave,Gaffney,SC,29341,Cherokee County,US,Match,Exact,18988434,L,45,021,970201,1020
J CLAUDE FORT COMMUNITY RESIDENCE BUILDING II,35.076534,-81.660809,112 Hampton Ave,Gaffney,SC,29341,Cherokee County,US,Match,Exact,18988434,L,45,021,970201,1020
J F HAWKINS NURSING HOME,34.285114,-81.605503,1330 Kinard St,Newberry,SC,29108,Newberry County,US,Match,Exact,45383204,R,45,071,950203,1000
J FELTON BURTON COMMUNITY RESIDENCE,34.171807,-82.1899,308 Jenkins Springs Rd,Greenwood,SC,29646,Greenwood County,US,Match,Exact,50818193,L,45,047,970402,1013
J J RESIDENTIAL CARE,33.497018,-80.868252,748 Green St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19249288,R,45,075,011400,3010
JEANETTE'S LOVING CARE,32.989317,-80.160466,107 Chalmers Ct,Summerville,SC,29485,Dorchester County,US,Match,Exact,178460319,R,45,035,010809,2019
JEDBURG DIALYSIS,33.055121,-80.238396,2897 W 5th North St,Summerville,SC,29483,Dorchester County,US,No_Match,,,,,,,
JENKINS HOME CARE,32.791756,-80.038607,2176 Savannah Hwy,Charleston,SC,29414,Charleston County,US,Match,Exact,605830851,R,45,019,002701,1076
JENNIFER KITCHTON,35.023707,-80.983676,225 Mills Ln,Fort Mill,SC,29708,York County,US,Match,Exact,627599390,L,45,091,061004,1012
JENNI-LYNN ASSISTED LIVING COMMUNITY,33.996445,-81.100674,941 Hook Ave,West Columbia,SC,29169,Lexington County,US,Match,Exact,645305816,L,45,063,020505,1032
JEREMIAH INVESTORS-GREENWOOD,34.190693,-82.162313,132 Maxwell Ave,Greenwood,SC,29646,Greenwood County,US,Match,Exact,50816959,L,45,047,970401,1016
JERVEY EYE CENTER,34.822521,-82.417386,4 Stevens St,Greenville,SC,29605,Greenville County,US,Match,Exact,641132989,L,45,045,002107,2011
JESSAMINE COMMUNITY RESIDENCE,33.41013,-79.288837,143 Jessamine Ave,Georgetown,SC,29440,Georgetown County,US,Match,Non_Exact,28960677,R,45,043,920601,1022
JOANNE'S COMMUNITY CARE HOME #1,34.108663,-80.808304,5048 State Hwy 12,Elgin,SC,29045,Richland County,US,No_Match,,,,,,,
JOANNE'S COMMUNITY CARE HOME II,34.110773,-80.938191,791 Farrowood Dr,Columbia,SC,29223,Richland County,US,Match,Exact,71840915,L,45,079,011420,1008
JOAN'S HEALTH CARE LLC,34.187697,-79.336592,NA US 76,Marion,SC,29571,Marion County,US,No_Match,,,,,,,
JOHN A REAGAN RESIDENCE,34.379839,-80.049139,1100 Damascus Church Rd,Hartsville,SC,29550,Darlington County,US,No_Match,,,,,,,
JOHN EDWARD HARTER NURSING CENTER,32.96626,-81.245851,874 Boundary St W,Fairfax,SC,29827,Allendale County,US,No_Match,,,,,,,
JOHNS ISLAND POST ACUTE,32.719548,-80.084208,3628 Maybank Hwy,Johns Island,SC,29455,Charleston County,US,No_Match,,,,,,,
"JOHNS, KENNETH H.",34.064934,-81.180161,1825 Woodvalley Dr,Columbia,SC,29212,Lexington County,US,Match,Exact,70049180,R,45,063,021109,2000
"JOHNSON, LISA MARIE",35.080566,-80.972096,323 Lorraine Rd,Fort Mill,SC,29708,York County,US,Match,Exact,618917992,L,45,091,061006,2010
"JOHNSON, RUSSELL E., JR.",34.221956,-80.896277,190 Woodsprings Rd,Blythewood,SC,29016,Richland County,US,Match,Exact,71808511,R,45,079,010104,3036
"JOHNSON, TREVOR L.",34.921453,-81.970204,109 Southport Rd,Spartanburg,SC,29306,Spartanburg County,US,Match,Exact,19514725,L,45,083,020702,2025
JOHNSONVILLE ADULT CARE SERVICES,33.808148,-79.472266,351 S Midway Hwy,Johnsonville,SC,29555,Florence County,US,Match,Non_Exact,638641546,L,45,041,001902,1026
JOHNSONVILLE HAMPTON PLACE COMMUNITY RESIDENCE,33.811426,-79.447258,333 S Hampton Ave,Johnsonville,SC,29555,Florence County,US,Match,Non_Exact,28900451,L,45,041,001902,2031
"JOHNSTON, TERESA S.",33.50438,-82.134391,218 Brooks Dr,Augusta,GA,30907,Columbia County,US,Match,Exact,55371394,L,13,073,030203,2010
JOLLEY ACRES HEALTHCARE CENTER,33.476149,-80.85574,1180 Wolfe Trl,Orangeburg,SC,29115,Orangeburg County,US,No_Match,,,,,,,
"JONES, CAROLYN D.",32.195238,-80.737052,18 Peregrine Dr,Hilton Head Island,SC,29926,Beaufort County,US,Match,Exact,612420150,R,45,013,011000,1006
"JONES, LINDA WYKE",35.004809,-80.867919,8409 Backer Ln,Fort Mill,SC,29707,Lancaster County,US,Match,Exact,627979426,L,45,057,011204,3008
"JONES, RICHARD W.",35.278677,-81.521256,1401 Vermont Ave,Shelby,NC,28150,Cleveland County,US,Match,Non_Exact,19318577,L,37,045,950702,1028
JOSHUA D VAN NESS,33.724046,-78.949713,3730 Limerick Rd,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,29073207,R,45,051,060204,4001
JOSHUAS FOUNDATION,34.301387,-80.942524,388 Elbow Cir,Ridgeway,SC,29130,Fairfield County,US,Match,Exact,645421181,L,45,039,960301,2030
JOSIE DRIVE COMMUNITY RESIDENCE,32.915994,-80.671842,210 Josie Dr,Walterboro,SC,29488,Colleton County,US,Match,Exact,608215188,R,45,029,970402,3054
JOY COMMUNITY CARE HOME,34.065416,-80.987067,6825 Doby Dr,Columbia,SC,29203,Richland County,US,Match,Exact,71822888,R,45,079,010703,1032
JOYFUL HANDS HOMECARE AGENCY,34.866052,-82.381402,427 Wade Hampton Blvd,Greenville,SC,29609,Greenville County,US,Match,Exact,38357661,L,45,045,001101,4028
JUDAH MED CARE LLC,34.042693,-81.142288,5 Clusters Ct,Columbia,SC,29210,Lexington County,US,Match,Exact,70073544,L,45,063,020511,1007
JUST ANOTHER HOLE IN THE WALL TATTOO,34.550517,-82.673477,127 E West Pkwy,Anderson,SC,29621,Anderson County,US,Match,Non_Exact,25468061,L,45,007,001100,1025
JUST FOR YOU HOME CARE,33.258461,-81.37658,10986 Ellenton St,Barnwell,SC,29812,Barnwell County,US,Match,Exact,19067828,R,45,011,970300,4006
JUST FOR YOU IN HOME CARE SERVICES,34.171618,-79.816779,1008 S Cashua Dr,Florence,SC,29501,Florence County,US,Match,Non_Exact,28883622,L,45,041,001300,2007
JUST US CARING HEALTH CARE,34.90127,-82.334296,101 E Lee Rd,Taylors,SC,29687,Greenville County,US,Tie,,,,,,,
"JUVENNELLIANO, JESSICA C.",33.958772,-81.286768,620 Ventana Ln,Lexington,SC,29072,Lexington County,US,Match,Exact,651603815,L,45,063,021040,1015
K KARES,32.165771,-80.784837,2 Anchorage Pt,Hilton Head Island,SC,29928,Beaufort County,US,Match,Exact,633772008,L,45,013,010300,1002
KANDAKA CARE,34.800166,-82.193165,3 Meadow Field Ct,Simpsonville,SC,29681,Greenville County,US,Match,Exact,641003329,R,45,045,002822,2012
KARING IN MIND,33.969942,-80.94756,NA US 378,Columbia,SC,29209,Richland County,US,No_Match,,,,,,,
KARING NEST SERVICES,33.003666,-80.134413,4547 Waddling Way,Summerville,SC,29485,Charleston County,US,Match,Exact,645437378,L,45,019,003106,3009
"KEDNOCKER, MELISSA D.",34.197337,-81.413002,89 Pomaria St,Little Mountain,SC,29075,Newberry County,US,Match,Exact,653023722,L,45,071,950603,1050
KELLEY CORNERS DIALYSIS,33.876942,-79.756559,231 Kelley St,Lake City,SC,29560,Florence County,US,Match,Exact,28910646,R,45,041,002204,1018
"KELLY, KATHLEEN M.",32.790102,-80.050834,2446 2 Oaks Dr,Charleston,SC,29414,Charleston County,US,Match,Exact,108842055,R,45,019,002801,1027
KEMPTON OF GREENVILLE,34.869962,-82.256991,1560 Thornblade Blvd,Greer,SC,29650,Greenville County,US,Match,Exact,38343234,R,45,045,002609,2007
KENNEDY'S ASSISTIVE LIVING & EDUCATIONAL FACILITY (KALEF),34.048651,-80.945146,3500 Boundbrook Ln,Columbia,SC,29206,Richland County,US,Match,Exact,632709361,L,45,079,011306,2022
KENSINGTON I,34.03122,-81.058526,3707 Clement Rd,Columbia,SC,29203,Richland County,US,Match,Exact,71871813,L,45,079,010502,1019
KENSINGTON II GROUP HOME,33.975431,-81.109579,120 Kensington Ct,West Columbia,SC,29170,Lexington County,US,Match,Exact,70059719,R,45,063,020602,1013
KEOWEE DIALYSIS CENTER,34.696859,-82.954679,525 By Pass,Seneca,SC,29678,Oconee County,US,No_Match,,,,,,,
KEOWEE PLACE,34.710407,-82.92768,475 Rochester Hwy,Seneca,SC,29672,Oconee County,US,Match,Exact,25660031,L,45,073,030601,3033
KERSHAW COUNTY ADULT DAY CARE CENTER,34.269138,-80.609323,2300 US Hwy 601,Camden,SC,29020,Kershaw County,US,No_Match,,,,,,,
KERSHAWHEALTH,34.253598,-80.589822,1322 Roberts St,Camden,SC,29020,Kershaw County,US,Match,Exact,78489705,R,45,055,970800,5032
KERSHAWHEALTH HOME HEALTH,34.217698,-80.697648,1169 US Hwy 1,Lugoff,SC,29078,Kershaw County,US,Match,Non_Exact,78476165,R,45,055,970905,2000
KERSHAWHEALTH HOSPICE,34.217698,-80.697648,1169 US Hwy 1,Lugoff,SC,29078,Kershaw County,US,Match,Non_Exact,78476165,R,45,055,970905,2000
KERSHAWHEALTH KARESH LONG TERM CARE,34.2523,-80.58934,1300 Roberts St,Camden,SC,29020,Kershaw County,US,Match,Exact,78489704,R,45,055,970800,5032
KEY CHOICE HOME CARE,33.99188,-81.234162,604 Northwood Rd,Lexington,SC,29072,Lexington County,US,Match,Exact,635617414,R,45,063,021028,2000
KEYSTONE INPATIENT SERVICES,34.955424,-81.048302,199 Herlong Ave S,Rock Hill,SC,29732,York County,US,Match,Non_Exact,19790925,L,45,091,060700,4005
KEYSTONE SUBSTANCE ABUSE SERVICES,34.955424,-81.048302,199 Herlong Ave S,Rock Hill,SC,29732,York County,US,Match,Non_Exact,19790925,L,45,091,060700,4005
"KIM, DEBORAH",33.817334,-78.751491,4652 Ironwood Dr,North Myrtle Beach,SC,29582,Horry County,US,Match,Exact,630342171,R,45,051,060303,1062
KINDRED AT HOME,34.042614,-81.1132,20 Cooperative Way,Columbia,SC,29210,Richland County,US,No_Match,,,,,,,
KINDRED AT HOME-ANDERSON,34.533769,-82.685936,220 McGee Rd,Anderson,SC,29625,Anderson County,US,Match,Non_Exact,632966426,R,45,007,001000,1041
KINDRED AT HOME-CHARLESTON,32.879839,-80.017551,NA I 26,North Charleston,SC,29418,Charleston County,US,No_Match,,,,,,,
KINDRED AT HOME-COASTAL,33.709661,-78.881395,2101 Corporate Centre Dr,Myrtle Beach,SC,29577,Horry County,US,No_Match,,,,,,,
KINDRED AT HOME-GREENVILLE,34.856364,-82.328787,15 Brendan Way,Greenville,SC,29615,Greenville County,US,Match,Exact,38363122,R,45,045,001808,1001
KINDRED AT HOME-LOW COUNTRY,32.922377,-80.671489,415 E Robertson Blvd,Walterboro,SC,29488,Colleton County,US,No_Match,,,,,,,
KINDRED AT HOME-MIDLANDS,34.296629,-81.610276,2111 Wilson Rd,Newberry,SC,29108,Newberry County,US,Match,Exact,647229836,L,45,071,950204,2007
KINDRED AT HOME-PEE DEE,34.195959,-79.79834,1705 W Evans St,Florence,SC,29501,Florence County,US,Match,Non_Exact,28877566,R,45,041,001100,1001
KINDRED AT HOME-UPSTATE,35.099591,-81.673864,205 Chesnee Hwy,Gaffney,SC,29341,Cherokee County,US,Match,Exact,18997123,L,45,021,970201,3013
KINDRED HOSPICE,34.959515,-81.906558,901 E Main St,Spartanburg,SC,29302,Spartanburg County,US,No_Match,,,,,,,
KINDRED HOSPICE-GREENVILLE,34.856359,-82.328806,15 Brendan Way,Greenville,SC,29615,Greenville County,US,Match,Exact,38363122,R,45,045,001808,1001
KINGS COMMUNITY RESIDENCE,33.513593,-80.831192,722 Kings Rd,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19228944,R,45,075,011100,2042
"KIRBY, TRACY Y.",34.718956,-82.307564,26 Wateree Way,Simpsonville,SC,29680,Greenville County,US,Match,Exact,637484089,R,45,045,003014,1018
KIRKLAND CORRECTIONAL INSTITUTION INFIRMARY,34.062533,-81.095411,1966 Shivers Rd,Columbia,SC,29210,Richland County,US,Match,Exact,638898067,R,45,079,010408,1012
KIVA LODGE,34.213954,-80.920938,201 Claude Bundrick Rd,Blythewood,SC,29016,Richland County,US,Match,Exact,604757420,L,45,079,010104,2043
KNOTTY HEADZ BODY PIERCING II,34.042937,-80.937904,1600 Lilac Ln,Columbia,SC,29223,Richland County,US,Match,Exact,71826174,R,45,079,011305,4021
KNOTTY HEADZ TATTOO FACTORY,34.042839,-80.937773,1503 Dupont Dr,Columbia,SC,29223,Richland County,US,No_Match,,,,,,,
"KOEHN, CATHERINE ONNALEE",34.025961,-80.991295,2600 Quitman St,Columbia,SC,29204,Richland County,US,Match,Exact,71839711,R,45,079,011202,2027
KOGER HOME CARE,33.969299,-81.077421,1617 Charleston Hwy,West Columbia,SC,29169,Lexington County,US,Match,Exact,70055677,L,45,063,020202,1035
KORUPTED BODY PIERCING,33.950496,-80.376855,1084 Broad St,Sumter,SC,29150,Sumter County,US,No_Match,,,,,,,
KORUPTED BODY PIERCING-FLORENCE,34.173948,-79.806471,2204 2nd Loop Rd,Florence,SC,29501,Florence County,US,Match,Exact,28883175,L,45,041,001300,2003
"KOWALLEK, APRIL A.",34.604059,-81.850804,14184 Highway 56,Enoree,SC,29335,Spartanburg County,US,Match,Exact,650933405,L,45,087,030700,3070
"KREHBIEL, STEPHEN M.",32.394937,-80.692139,1520 Palmetto Sands Ct,Beaufort,SC,29902,Beaufort County,US,Match,Exact,612413821,L,45,013,000800,3009
L & B CARE HOME,34.046745,-81.704577,924 Barr Woods Rd,Saluda,SC,29138,Saluda County,US,Match,Exact,65528572,R,45,081,960202,2018
LABORS OF LOVE BIRTH CENTER,34.981213,-81.902773,850 Floyd Rd Ext,Spartanburg,SC,29307,Spartanburg County,US,Match,Non_Exact,19470643,L,45,083,021403,3002
"LACHAPELLE, CARRIE LYNNE",34.834709,-82.290416,319 Garlington Rd,Greenville,SC,29615,Greenville County,US,Match,Exact,38366083,L,45,045,002819,1016
LADIES COMMUNITY RESIDENCE,33.817369,-79.079829,408 Web Ln,Conway,SC,29527,Horry County,US,Match,Non_Exact,29102365,R,45,051,070500,2011
LADSON'S RESIDENTIAL HOME CARE,32.726775,-79.947036,1116 Camp Rd,Charleston,SC,29412,Charleston County,US,Match,Exact,108904100,R,45,019,002006,2050
LADY LIBERTY TATTOO PARLOR-LYMAN,34.956014,-82.124737,109 Spartanburg Hwy,Lyman,SC,29365,Spartanburg County,US,Match,Exact,642842299,L,45,083,023103,1078
"LAFEBRE, JEREMY",35.171372,-82.196444,103 Forest Ave,Landrum,SC,29356,Spartanburg County,US,Match,Exact,19456504,L,45,083,022600,3021
LAKE CITY ADULT DAY CARE,33.872067,-79.755122,126 S Acline St,Lake City,SC,29560,Florence County,US,No_Match,,,,,,,
LAKE CITY COMMUNITY CARE CENTER,33.882962,-79.77892,817 W Main St,Lake City,SC,29560,Florence County,US,Tie,,,,,,,
LAKE CITY COMMUNITY HOSPITAL,33.880652,-79.760438,258 N Ron Mcnair Blvd,Lake City,SC,29560,Florence County,US,Tie,,,,,,,
LAKE CITY-SCRANTON HEALTHCARE CENTER,33.916308,-79.737786,1940 Boyd St,Scranton,SC,29591,Florence County,US,Match,Exact,640541809,L,45,041,002000,2018
LAKE EMORY POST ACUTE CARE,35.038552,-82.089874,59 Blackstock Rd,Inman,SC,29349,Spartanburg County,US,Match,Exact,653323105,R,45,083,022902,1044
LAKE MARION NURSING FACILITY,33.617347,-80.365897,1527 Urbana Rd,Summerton,SC,29148,Clarendon County,US,Match,Exact,606081610,L,45,027,960801,2007
LAKE MOULTRIE NURSING HOME,33.397264,-79.93267,1038 McGill Ln,Saint Stephen,SC,29479,Berkeley County,US,Match,Exact,100783907,L,45,015,020201,1045
LAKE WYLIE ASSISTED LIVING COMMUNITY,35.114723,-81.070652,4877 Charlotte Hwy,Clover,SC,29710,York County,US,No_Match,,,,,,,
LAKES AT LITCHFIELD ASSISTED LIVING,33.475044,-79.106803,120 Lakes At Litchfield Dr,Pawleys Island,SC,29585,Georgetown County,US,Match,Exact,28974561,L,45,043,920506,1018
LAKES AT LITCHFIELD SKILLED NURSING CENTER,33.473508,-79.107176,30 Hawthorn Dr,Pawleys Island,SC,29585,Georgetown County,US,Match,Exact,28977655,L,45,043,920507,3000
LAKESIDE PLACE SENIOR LIVING,33.991585,-81.284193,458 US Hwy 378 W,Lexington,SC,29072,Lexington County,US,Match,Non_Exact,624553658,R,45,063,021048,1012
LAKEVIEW ASSISTED LIVING,34.723327,-83.113415,320 Camp Rd,Walhalla,SC,29691,Oconee County,US,No_Match,,,,,,,
LAKEWOOD SENIOR LIVING,35.059897,-82.002198,839 Shady Oak Ct,Boiling Springs,SC,29316,Spartanburg County,US,No_Match,,,,,,,
LANCASTER COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,34.719696,-80.769991,115 S Main St,Lancaster,SC,29720,Lancaster County,US,Tie,,,,,,,
LANCASTER HEALTH AND REHABILITATION,34.72034,-80.719668,2044 Pageland Hwy,Lancaster,SC,,29720,Lancaster County G,Match,Exact,605440762,L,45,057,011001,1002
LANCASTER SC DIALYSIS,34.71462,-80.796699,1100 W Meeting St,Lancaster,SC,,29720,Lancaster County G,No_Match,,,,,,,
LANDRUM COMMUNITY RESIDENCE I,35.167901,-82.180545,722 S Bomar Ave,Landrum,SC,,29356,Spartanburg County G,Match,Exact,19457209,L,45,083,022600,2043
LANDRUM COMMUNITY RESIDENCE II,35.167901,-82.180545,722 S Bomar Ave,Landrum,SC,,29356,Spartanburg County G,Match,Exact,19457209,L,45,083,022600,2043
LANGIT'S ASSISTED LIVING FACILITY,32.902993,-79.992681,1218 Burke St,Hanahan,SC,,29410,Berkeley,Match,Exact,108799171,R,45,019,003400,4012
LANGSTON PLACE,34.45788,-81.867659,939 Springdale Dr,Clinton,SC,,29325,Laurens,Match,Non_Exact,642775486,L,45,059,920800,1045
LANTANA RECOVERY,32.790264,-79.852391,1401 State Hwy 703,Mount Pleasant,SC,,29464,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
"LARA, FERDINAND I.",33.948206,-81.276004,202 Penwood Ln,Lexington,SC,,29072,Lexington,Match,Exact,643548748,R,45,063,021040,1029
"LARA, HYE CHIN",33.948206,-81.276004,202 Penwood Ln,Lexington,SC,,29072,Lexington,Match,Exact,643548748,R,45,063,021040,1029
LARCARE LLC,34.701112,-81.202997,105 Hamilton St,Chester,SC,,29706,TIGER/Line® dataset from the US Census Bureau,Match,Exact,40570443,L,45,023,020100,1013
LASER AND SKIN SURGERY CENTER,32.220676,-80.714615,15 Hospital Center Blvd,Hilton Head Island,SC,,29926,Hilton Head Island,Match,Exact,612419240,L,45,013,010700,2016
LAUREL CREST,34.003452,-81.064209,100 Joseph Walker Dr,West Columbia,SC,,29169,Lexington,Match,Exact,70073389,L,45,063,020509,2037
LAUREL CREST HOME HEALTH,34.003452,-81.064209,100 Joseph Walker Dr,West Columbia,SC,,29169,Lexington,Match,Exact,70073389,L,45,063,020509,2037
LAUREL CREST RETIREMENT COMMUNITY,34.003452,-81.064209,100 Joseph Walker Dr,West Columbia,SC,,29169,Lexington,Match,Exact,70073389,L,45,063,020509,2037
LAUREL DAY HEALTH CENTER,34.009776,-81.035491,1800 Sumter St,Columbia,SC,,29201,TIGER/Line® dataset from the US Census Bureau,Match,Exact,71820723,R,45,079,003100,2010
LAURENS ESTATES,34.467458,-82.016763,2841 Byp,Laurens,SC,,29360,Laurens,No_Match,,,,,,,
LAURENS MEMORIAL HOME FOR AGED,34.509531,-81.944474,3744 Torrington Rd,Laurens,SC,,29360,Laurens,Match,Exact,44437555,L,45,059,920504,2013
LAURENS STREET ICF/IID,33.574566,-81.720291,728 Laurens St NW,Aiken,SC,,29801,Aiken County G,Match,Exact,612648515,L,45,003,021402,2037
"LAVALLEE, NICOLE M.",32.715051,-80.072183,1968 High Meadow St,Johns Island,SC,,29455,City of Charleston,Match,Exact,108851670,R,45,019,002107,2026
LEAN ON ME,33.694611,-80.212137,21 District,Manning,SC,,29102,Clarendon County G,No_Match,,,,,,,
LEARNING TO KONNECT,34.090446,-80.926713,8946 US Hwy 1,Columbia,SC,,29223,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
LEE CORRECTIONAL INSTITUTION INFIRMARY,34.197627,-80.222104,201 Macstuckey Ln,Bishopville,SC,,29010,TIGER/Line® dataset from the US Census Bureau,Match,Exact,79593317,L,45,061,920302,3038
LEGACY AT HAWTHORNE PARK,34.864039,-82.330946,20 Hawthorne Park Ct,Greenville,SC,,29615,Greenville,Match,Exact,38368410,R,45,045,001807,2001
LEGACY AT SOUTHPOINTE DRIVE,34.81711,-82.264208,23 Southpointe Dr,Greenville,SC,,29607,Greenville,Match,Exact,637565481,L,45,045,002812,2002
LEGACY HEALTHCARE ADVANTAGE,34.948051,-81.919942,371 E Henry St,Spartanburg,SC,,29302,City of Spartanburg,Tie,,,,,,,
LEGACY HOME CARE,32.926049,-80.08262,3614 Ashley Phosphate Rd,North Charleston,SC,,29418,Dorchester,Match,Exact,623117815,L,45,035,010818,5018
LEGACY SENIOR HOME CARE LLC,34.641673,-82.575308,121 Zippo Pine Dr,Williamston,SC,,29697,Anderson,Match,Exact,623854730,L,45,007,010501,1002
LEGENDARY ART LLC,33.908854,-80.360213,415 Love St,Sumter,SC,,29150,Sumter,Match,Exact,202700237,L,45,085,001500,1018
LEGENDARY HEALTHCARE SERVICES,34.194325,-82.163835,231 Hampton Ave,Greenwood,SC,,29646,Greenwood,Match,Exact,50804055,L,45,047,970401,1010
"LELAND, AMY BETH",34.831025,-82.40523,23 Mills Ave,Greenville,SC,,29605,City of Greenville,Match,Exact,38301510,L,45,045,001501,2000
LEMON PARK COMMUNITY RESIDENCE,33.244195,-81.349648,130 Brown St,Barnwell,SC,,29812,Barnwell County G,Match,Exact,19071827,L,45,011,970402,2014
LEMONAIDE HOUSE,33.969957,-80.823334,119 Crystal Clear Ln,Hopkins,SC,,29061,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
LENDING A HAND IN HOME CARE,34.88245,-82.35873,26 Pine Knoll Dr,Greenville,SC,,29609,Greenville,Match,Exact,652912543,R,45,045,001700,4015
LENEVAR COMMUNITY RESIDENCE,32.80971,-79.997884,1435 W Lenevar Dr,Charleston,SC,,29407,City of Charleston,Match,Non_Exact,108803504,L,45,019,002605,1007
