census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45051020100,South Carolina,Horry County,0,2924,1166,0,0,0,0,0,0,0,0,0,19.5,53690,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2924,100.00,1120,38.30,715,24.45,444,15.18,2200,75.24,641,21.92,6,0.21,0,0.00,22,0.75,55,1.88,50,1.71,53,4.51,274,23.49,2845,97.29,1087,37.18,700,23.95,429,14.66,2131,72.88,633,21.64,6,0.21,0,0.00,21,0.71,54,1.85,48,1.65,52,4.44,266,22.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1234,715,444,2200,641,6,0,22,55,50,64,288,+34.1212643,-078.9380975
45051020200,South Carolina,Horry County,0,5849,2247,0,89,1.52,0,0,0,1,1,1,30.1,40966,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4579,78.29,2619,44.77,1145,19.57,649,11.09,2542,43.47,1797,30.73,29,0.49,1,0.02,28,0.49,181,3.10,194,3.31,118,5.24,405,18.02,3361,57.47,1976,33.78,870,14.88,441,7.53,1846,31.56,1338,22.87,14,0.24,0,0.00,24,0.42,139,2.38,162,2.77,80,3.57,291,12.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3270,1412,937,3254,2263,44,2,33,253,264,162,544,+34.0490659,-078.8433664
45051020300,South Carolina,Horry County,0,7105,2696,0,0,0,0,0,0,0,0,1,29.7,39019,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,7089,99.77,3888,54.72,1802,25.37,814,11.46,5332,75.05,1406,19.78,17,0.24,1,0.01,48,0.68,285,4.01,288,4.05,55,2.05,592,21.98,7024,98.86,3853,54.23,1789,25.17,808,11.37,5289,74.44,1386,19.51,17,0.24,1,0.01,48,0.68,282,3.97,284,4.00,55,2.04,588,21.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4214,1806,818,5346,1408,17,1,48,285,288,55,630,+34.0146550,-078.9590241
45051030101,South Carolina,Horry County,0,740,255,0,0,0,0,0,0,0,0,1,10.3,49688,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,740,100.00,317,42.82,198,26.76,82,11.08,283,38.24,426,57.57,0,0.00,1,0.14,0,0.00,30,4.05,29,3.92,9,3.39,46,18.22,740,100.00,317,42.82,198,26.76,82,11.08,283,38.24,426,57.57,0,0.00,1,0.14,0,0.00,30,4.05,29,3.92,9,3.39,46,18.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,198,82,283,426,0,1,0,30,29,8,43,+33.9968965,-078.7814877
45051030102,South Carolina,Horry County,0,2789,1065,0,0,0,0,0,0,0,0,0,12.9,54722,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2780,99.69,1053,37.75,683,24.48,325,11.66,2017,72.31,651,23.34,7,0.25,0,0.00,21,0.75,85,3.04,143,5.13,19,1.83,112,10.49,2753,98.71,1046,37.50,676,24.24,322,11.55,1994,71.48,647,23.21,7,0.25,0,0.00,21,0.75,84,3.01,143,5.13,19,1.80,111,10.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,685,326,2024,652,7,0,21,85,143,21,120,+33.9266369,-078.8090990
45051030103,South Carolina,Horry County,0,3116,1298,0,0,0,0,0,0,1,1,1,22.5,48317,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3031,97.28,1262,40.51,610,19.58,681,21.87,1880,60.32,1018,32.67,22,0.70,1,0.03,18,0.58,93,2.98,147,4.73,115,8.85,278,21.43,2570,82.48,1071,34.37,485,15.57,628,20.16,1660,53.27,805,25.82,20,0.64,1,0.03,15,0.49,69,2.23,110,3.54,98,7.57,239,18.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1490,629,692,1922,1057,22,1,18,96,152,149,366,+33.9640860,-078.7323431
45051040101,South Carolina,Horry County,0,4626,1996,0,0,0,0,0,0,0,0,0,18.2,57015,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4620,99.87,1814,39.21,887,19.17,1078,23.30,3708,80.15,753,16.28,52,1.12,1,0.02,16,0.35,90,1.94,107,2.31,58,2.92,141,7.08,4574,98.89,1798,38.86,878,18.98,1072,23.17,3673,79.41,743,16.07,52,1.12,1,0.02,16,0.35,89,1.92,106,2.29,58,2.91,140,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2155,888,1079,3712,755,52,1,16,90,107,68,159,+33.8980755,-078.6953749
45051040102,South Carolina,Horry County,1,4712,1956,0,8,0.17,1,1,1,1,1,1,21.8,57157,1,1,1,1,1,0,0,1,2661,4225,2661,1005,1596,1005,4225,89.66,1596,33.87,913,19.38,899,19.07,3000,63.67,1015,21.53,29,0.62,0,0.00,15,0.31,166,3.53,141,2.99,135,6.90,161,8.23,2661,56.48,1005,21.33,575,12.20,597,12.67,1978,41.98,534,11.34,27,0.58,0,0.00,9,0.20,112,2.38,94,2.00,85,4.34,100,5.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2101,1012,991,3375,1110,30,0,17,180,148,176,212,+33.8606822,-078.6881471
45051040103,South Carolina,Horry County,1,5064,2493,0,0,0,0,0,0,0,1,0,5.3,55446,1,1,1,1,1,0,0,1,3055,4529,3055,906,1577,906,4529,89.44,1577,31.14,666,13.15,1250,24.67,3857,76.16,410,8.09,66,1.31,0,0.00,28,0.55,169,3.33,189,3.72,120,4.82,182,7.28,3055,60.33,906,17.88,458,9.05,849,16.76,2640,52.13,290,5.74,28,0.54,0,0.00,23,0.46,74,1.47,83,1.64,68,2.74,120,4.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2112,722,1436,4342,436,72,0,31,183,204,136,224,+33.8802992,-078.6541160
45051040104,South Carolina,Horry County,0,2395,1029,0,0,0,0,0,0,0,0,0,7.2,58586,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1917,80.06,608,25.38,357,14.91,439,18.31,1619,67.59,229,9.55,4,0.17,1,0.05,22,0.90,43,1.80,72,3.02,25,2.45,82,7.95,1080,45.10,322,13.43,226,9.45,188,7.84,852,35.58,183,7.64,3,0.11,0,0.00,14,0.57,29,1.20,46,1.94,16,1.52,42,4.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,848,414,626,2069,251,4,2,23,46,82,41,123,+33.8868648,-078.6108585
45051040105,South Carolina,Horry County,1,2335,1219,0,0,0,0,0,0,0,0,0,9.7,78500,1,1,1,1,1,0,0,0,1311,1867,1311,277,408,277,1867,79.96,408,17.45,160,6.86,614,26.28,1765,75.60,48,2.06,2,0.08,0,0.00,8,0.36,44,1.87,32,1.38,38,3.08,77,6.35,1311,56.17,277,11.86,100,4.30,484,20.73,1242,53.18,30,1.30,1,0.04,0,0.00,7,0.30,31,1.35,19,0.81,27,2.20,55,4.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,542,205,734,2206,64,3,0,10,52,46,50,103,+33.8685828,-078.6258172
45051040200,South Carolina,Horry County,1,3732,1753,0,0,0,0,0,0,0,0,0,10.7,67254,1,1,1,1,1,0,0,0,1932,2890,1932,483,745,483,2890,77.45,745,19.95,367,9.83,867,23.22,2504,67.09,240,6.42,6,0.15,6,0.16,10,0.27,125,3.36,131,3.50,68,3.90,130,7.41,1932,51.76,483,12.94,198,5.31,666,17.85,1679,44.98,157,4.20,5,0.13,4,0.11,5,0.12,82,2.21,79,2.11,51,2.90,91,5.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1008,493,1033,3298,257,10,6,17,144,152,90,177,+33.8517082,-078.6005410
45051040300,South Carolina,Horry County,1,3723,1908,0,0,0,0,0,0,0,0,0,11.9,66475,0,1,0,1,0,0,0,0,7,1049,7,2,258,2,1049,28.18,258,6.94,93,2.51,326,8.77,935,25.11,64,1.73,21,0.57,0,0.01,2,0.04,27,0.73,33,0.88,27,1.43,13,0.69,7,0.19,2,0.04,1,0.03,2,0.05,7,0.19,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,967,356,1262,3473,104,39,5,31,71,135,114,54,+33.8340470,-078.6677196
45051040400,South Carolina,Horry County,1,3546,1753,0,0,0,0,0,0,0,0,0,10.2,67159,1,1,1,1,1,0,0,0,1909,3422,1909,690,1191,690,3422,96.49,1191,33.59,453,12.77,711,20.06,2981,84.05,138,3.88,38,1.08,2,0.06,20,0.56,243,6.86,357,10.07,52,2.99,146,8.30,1909,53.84,690,19.47,262,7.39,339,9.57,1600,45.13,92,2.59,29,0.82,2,0.04,13,0.38,173,4.87,266,7.51,24,1.35,81,4.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,465,744,3101,139,40,2,20,244,360,59,159,+33.8134721,-078.7040302
45051040500,South Carolina,Horry County,1,3519,1687,0,2,0.06,0,0,0,0,0,0,19.3,62031,0,1,0,1,0,0,0,0,496,2510,496,149,917,149,2510,71.33,917,26.07,375,10.65,637,18.11,2134,60.65,216,6.13,18,0.51,4,0.11,7,0.20,131,3.73,148,4.20,66,3.94,73,4.34,496,14.09,149,4.25,70,1.99,158,4.50,469,13.34,11,0.33,3,0.09,2,0.06,1,0.03,9,0.25,7,0.19,10,0.57,14,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1379,516,868,2922,254,30,4,10,299,368,105,113,+33.7932933,-078.7441369
45051050102,South Carolina,Horry County,1,3237,1585,0,68,2.1,0,0,0,0,0,0,7.1,76792,0,1,0,1,0,0,0,0,251,2660,251,88,737,88,2660,82.19,737,22.76,417,12.87,517,15.97,2454,75.82,48,1.48,75,2.31,1,0.03,8,0.24,75,2.31,69,2.15,52,3.31,22,1.42,251,7.75,88,2.73,28,0.86,62,1.90,233,7.19,7,0.22,3,0.10,0,0.00,1,0.02,7,0.21,11,0.33,7,0.43,2,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1111,470,754,3013,55,79,1,8,81,79,79,33,+33.7357637,-078.8699522
45051050200,South Carolina,Horry County,1,1353,751,0,0,0,0,0,0,0,0,0,7.9,69200,0,1,0,1,0,0,0,0,159,1066,159,33,203,33,1066,78.81,203,15.00,78,5.74,437,32.30,1015,75.03,9,0.63,11,0.85,3,0.21,3,0.21,25,1.88,24,1.78,20,2.63,19,2.52,159,11.79,33,2.42,8,0.62,83,6.12,156,11.53,1,0.05,0,0.00,0,0.00,0,0.00,3,0.21,4,0.32,2,0.29,3,0.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,356,92,558,1287,14,14,4,4,30,30,29,30,+33.7725679,-078.7856627
45051050303,South Carolina,Horry County,1,2487,1200,0,0,0,0,0,0,0,0,0,4,111111,0,1,0,1,0,0,0,0,0,883,0,0,167,0,883,35.51,167,6.71,174,7.00,204,8.19,859,34.53,10,0.38,9,0.36,0,0.00,1,0.04,5,0.20,10,0.39,8,0.69,9,0.73,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,634,390,697,2380,42,29,2,4,30,37,40,29,+33.7568838,-078.8111818
45051050401,South Carolina,Horry County,1,2430,1238,0,0,0,0,0,0,0,0,0,19.2,51343,0,0,0,0,0,0,0,0,NULL,414,NULL,NULL,166,NULL,414,17.06,166,6.83,55,2.28,48,1.99,346,14.23,27,1.13,7,0.29,3,0.13,2,0.08,29,1.19,44,1.81,18,1.48,20,1.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1231,372,327,2057,134,16,9,18,196,324,106,120,+33.7438694,-078.8293091
45051050402,South Carolina,Horry County,1,1955,888,0,22,1.13,0,0,0,0,0,0,5.6,109345,0,1,0,1,0,0,0,0,0,1106,0,0,228,0,1106,56.55,228,11.68,187,9.58,311,15.91,1052,53.84,28,1.41,4,0.19,2,0.08,7,0.37,13,0.65,52,2.65,42,4.69,12,1.37,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,496,340,510,1869,37,12,3,13,21,76,89,25,+33.7346759,-078.8460130
45051050500,South Carolina,Horry County,1,4321,2186,0,30,0.69,0,1,0,0,0,1,30.4,44531,0,1,0,1,0,0,0,0,NULL,1562,NULL,NULL,824,NULL,1562,36.16,824,19.07,227,5.25,338,7.81,1410,32.63,66,1.52,18,0.42,2,0.06,11,0.25,55,1.28,55,1.28,53,2.43,73,3.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2508,661,851,3777,199,54,15,27,249,240,154,215,+33.7168113,-078.8665665
45051050600,South Carolina,Horry County,1,4600,1724,0,173,3.76,0,1,0,0,0,1,34.8,36188,0,1,0,1,0,0,0,0,NULL,1110,NULL,NULL,680,NULL,1110,24.13,680,14.77,270,5.88,125,2.72,332,7.21,535,11.64,13,0.29,18,0.40,2,0.04,210,4.56,163,3.55,92,5.34,129,7.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3084,1136,412,1465,2051,60,39,28,957,952,415,630,+33.7041378,-078.8898834
45051050700,South Carolina,Horry County,1,1777,748,0,0,0,0,1,0,0,0,1,26.1,41563,0,1,0,1,0,0,0,0,NULL,766,NULL,NULL,469,NULL,766,43.13,469,26.38,147,8.25,44,2.46,496,27.93,95,5.35,5,0.28,1,0.06,16,0.87,153,8.63,172,9.71,57,7.60,79,10.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,814,332,96,1040,266,11,3,21,436,460,110,152,+33.6888479,-078.8889817
45051050900,South Carolina,Horry County,1,6446,2475,0,0,0,0,1,0,1,1,1,36.4,38341,0,1,0,1,0,0,0,1,414,4306,414,279,2509,279,4306,66.81,2509,38.92,896,13.90,535,8.29,3091,47.96,527,8.18,120,1.87,8,0.12,39,0.60,521,8.08,775,12.03,231,9.33,384,15.53,414,6.42,279,4.32,95,1.47,33,0.51,301,4.67,25,0.38,12,0.19,0,0.00,8,0.12,68,1.06,137,2.13,1,0.04,36,1.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,1454,678,4076,1013,140,16,60,1141,1515,395,538,+33.6942078,-078.9128736
45051051000,South Carolina,Horry County,1,2429,1229,0,0,0,0,0,0,0,0,0,4.7,68917,1,1,1,1,1,0,0,0,860,1604,860,211,453,211,1604,66.05,453,18.64,232,9.53,193,7.96,1437,59.15,93,3.84,24,1.00,1,0.04,8,0.33,41,1.68,76,3.11,17,1.39,17,1.36,860,35.43,211,8.67,133,5.46,84,3.46,775,31.90,54,2.22,6,0.27,0,0.00,3,0.12,22,0.91,43,1.76,11,0.86,9,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1443,336,392,2176,132,39,1,19,62,106,49,47,+33.6667569,-078.9501527
45051051201,South Carolina,Horry County,1,1442,687,0,0,0,0,0,0,0,0,0,12.7,63221,0,1,0,1,0,0,0,0,0,1042,0,0,237,0,1042,72.24,237,16.43,134,9.27,291,20.18,999,69.24,11,0.75,9,0.60,0,0.00,4,0.28,20,1.37,27,1.87,46,6.63,23,3.39,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,490,190,375,1383,15,12,0,5,27,38,82,34,+33.6145803,-078.9706701
